"Protein_id","short.name","mRNA_ID","b.name","start.point","stop.point","length","operon.name"
"YP_003044428.1","adhE","ECB_01215","b1241",129466,129734,268,"yacH"
"YP_003044429.1","ychE","ECB_01216","b1242",129782,129846,64,"yacH"
"YP_003044430.1","oppA","ECB_01217","b1243",129920,130083,163,"yacH"
"YP_003044431.1","oppB","ECB_01218","b1244",130092,130184,92,"yacH"
"YP_003044432.1","oppC","ECB_01219","b1245",130185,130276,91,"yacH"
"YP_003044433.1","oppD","ECB_01220","b1246",130277,130379,102,"yacH"
"YP_003044434.1","oppF","ECB_01221","b1247",130378,130479,101,"yacH"
"YP_003044435.1","yciU","ECB_01222","b1248",130484,130517,33,"yacH"
"YP_003044436.1","cls","ECB_01223","b1249",0,0,0,"no_op"
"YP_003044437.1","kch","ECB_01224","b1250",130704,130829,125,"yacH"
"YP_003044438.1","yciI","ECB_01225","b1251",130859,130888,29,"yacH"
"YP_003044439.1","tonB","ECB_01226","b1252",130911,130983,72,"yacH"
"YP_003044440.1","yciA","ECB_01227","b1253",130987,131027,40,"yacH"
"YP_003044441.1","ispZ","ECB_01228","b1254",0,0,0,"no_op"
"YP_003044442.1","yciC","ECB_01229","b1255",131094,131168,74,"yacH"
"YP_003044443.1","yciD","ECB_01230","b1256",0,0,0,"no_op"
"YP_003044444.1","yciE","ECB_01231","b1257",131274,131324,50,"no_op"
"YP_003044445.1","yciF","ECB_01232","b1258",131329,131379,50,"no_op"
"YP_003044446.1","yciG","ECB_01233","b1259",131388,131405,17,"no_op"
"YP_003044447.1","trpA","ECB_01234","b1260",131444,131524,80,"no_op"
"YP_003044448.1","trpB","ECB_01235","b1261",131524,131643,119,"no_op"
"YP_003044449.1","trpC","ECB_01236","b1262",131645,131780,135,"acnB"
"YP_003044450.1","trpD","ECB_01237","b1263",131781,131940,159,"acnB"
"YP_003044451.1","trpE","ECB_01238","b1264",131940,132097,157,"acnB"
"YP_003044453.1","yciV","ECB_01240","b1266",132124,132212,88,"acnB"
"YP_003046679.1","rph","ECB_03500","b1266",381388,381457,69,"insC-1CD-1D-1"
"YP_003044454.1","yciO","ECB_01241","b1267",132212,132274,62,"acnB"
"YP_003044457.1","yciL","ECB_01245","b1269",0,0,0,"no_op"
"YP_003044458.1","btuR","ECB_01246","b1270",132579,132638,59,"acnB"
"YP_003044459.1","yciK","ECB_01247","b1271",132637,132713,76,"acnB"
"YP_003044460.1","sohB","ECB_01248","b1272",132735,132840,105,"acnB"
"YP_003044461.1","yciN","ECB_01249","b1273",132844,132869,25,"acnB"
"YP_003044462.1","topA","ECB_01250","b1274",132907,133166,259,"acnB"
"YP_003044463.1","cysB","ECB_01251","b1275",133187,133285,98,"acnB"
"YP_003044464.1","acnA","ECB_01253","b1276",133385,133653,268,"acnB"
"YP_003044465.1","ribA","ECB_01254","b1277",133659,133718,59,"acnB"
"YP_003044466.1","pgpB","ECB_01255","b1278",133735,133811,76,"acnB"
"YP_003044467.1","yciS","ECB_01256","b1279",133826,133857,31,"acnB"
"YP_003044468.1","yciM","ECB_01257","b1280",133858,133975,117,"acnB"
"YP_003044469.1","pyrF","ECB_01258","b1281",133994,134068,74,"acnB"
"YP_003044470.1","yciH","ECB_01259","b1282",134068,134100,32,"acnB"
"YP_003044471.1","osmB","ECB_01260","b1283",134113,134135,22,"acnB"
"YP_003044472.1","yciT","ECB_01261","b1284",134162,134237,75,"no_op"
"YP_003044473.1","yciR","ECB_01262","b1285",0,0,0,"no_op"
"YP_003044474.1","rnb","ECB_01263","b1286",134500,134693,193,"yacL"
"YP_003044475.1","yciW","ECB_01264","b1287",134700,134813,113,"no_op"
"YP_003044476.1","fabI","ECB_01265","b1288",134827,134906,79,"yacC-speED"
"YP_003044477.1","ycjD","ECB_01266","b1289",134943,134978,35,"yacC-speED"
"YP_003044478.1","sapF","ECB_01267","b1290",134985,135065,80,"yacC-speED"
"YP_003044479.1","sapD","ECB_01268","b1291",135066,135165,99,"yacC-speED"
"YP_003044480.1","sapC","ECB_01269","b1292",135165,135254,89,"yacC-speED"
"YP_003044481.1","sapB","ECB_01270","b1293",135252,135349,97,"yacC-speED"
"YP_003044482.1","sapA","ECB_01271","b1294",135349,135513,164,"yacC-speED"
"YP_003044483.1","ymjA","ECB_01272","b1295",135544,135569,25,"yacC-speED"
"YP_003044484.1","ycjJ","ECB_01273","b1296",0,0,0,"no_op"
"YP_003044485.1","ycjK","ECB_01274","b1297",0,0,0,"no_op"
"YP_003044486.1","puuD","ECB_01275","b1298",135914,135990,76,"yacC-speED"
"YP_003044487.1","ycjC","ECB_01276","b1299",0,0,0,"no_op"
"YP_003044488.1","aldH","ECB_01277","b1300",0,0,0,"no_op"
"YP_003044489.1","ordL","ECB_01278","b1301",0,0,0,"no_op"
"YP_003044490.1","goaG","ECB_01279","b1302",0,0,0,"no_op"
"YP_003044491.1","pspF","ECB_01280","b1303",136495,136593,98,"yacC-speED"
"YP_003044492.1","pspA","ECB_01281","b1304",136610,136677,67,"yacC-speED"
"YP_003044493.1","pspB","ECB_01282","b1305",136682,136704,22,"yacC-speED"
"YP_003044494.1","pspC","ECB_01283","b1306",136704,136740,36,"yacC-speED"
"YP_003044495.1","pspD","ECB_01284","b1307",136741,136763,22,"yacC-speED"
"YP_003044496.1","pspE","ECB_01285","b1308",136771,136802,31,"yacC-speED"
"YP_003044497.1","ycjM","ECB_01286","b1309",136824,136991,167,"no_op"
"YP_003044498.1","ycjN","ECB_01287","b1310",136993,137122,129,"no_op"
"YP_003044499.1","ycjO","ECB_01288","b1311",137124,137212,88,"cueO"
"YP_003044500.1","ycjP","ECB_01289","b1312",137211,137295,84,"cueO"
"YP_003044501.1","ycjQ","ECB_01290","b1313",137298,137403,105,"cueO"
"YP_003044502.1","ycjR","ECB_01291","b1314",137405,137484,79,"cueO"
"YP_003044503.1","ycjS","ECB_01292","b1315",137485,137591,106,"cueO"
"YP_003044504.1","ycjT","ECB_01293","b1316",137590,137817,227,"cueO"
"YP_003044505.1","ycjU","ECB_01294","b1317",137817,137883,66,"cueO"
"YP_003044507.1","ompG","ECB_01296","b1319",137997,138087,90,"cueO"
"YP_003044508.1","ycjW","ECB_01297","b1320",138098,138198,100,"cueO"
"YP_003044509.1","ycjX","ECB_01298","b1321",138214,138353,139,"cueO"
"YP_003044510.1","ycjF","ECB_01299","b1322",138353,138459,106,"cueO"
"YP_003044511.1","tyrR","ECB_01300","b1323",138474,138628,154,"cueO"
"YP_003044512.1","tpx","ECB_01301","b1324",138632,138683,51,"no_op"
"YP_003044513.1","ycjG","ECB_01302","b1325",138695,138791,96,"no_op"
"YP_003044514.1","ycjI","ECB_01303","b1326",0,0,0,"no_op"
"YP_003044515.1","ycjY","ECB_01305","b1327",138895,138988,93,"gcd"
"YP_003044516.1","ycjZ","ECB_01306","b1328",0,0,0,"no_op"
"YP_003044517.1","mppA","ECB_01307","b1329",139125,139286,161,"gcd"
"YP_003044518.1","ynaI","ECB_01308","b1330",139291,139394,103,"gcd"
"YP_003044519.1","ynaJ","ECB_01309","b1332",139538,139564,26,"gcd"
"YP_003044520.1","ydaA","ECB_01310","b1333",0,0,0,"no_op"
"YP_003044521.1","fnr","ECB_01311","b1334",139679,139755,76,"gcd"
"YP_003044522.1","ogt","ECB_01312","b1335",139774,139826,52,"gcd"
"YP_003044523.1","abgT","ECB_01313","b1336",139827,139979,152,"gcd"
"YP_003044524.1","abgB","ECB_01314","b1337",139983,140127,144,"gcd"
"YP_003044525.1","abgA","ECB_01315","b1338",140127,140258,131,"gcd"
"YP_003044526.1","abgR","ECB_01316","b1339",140276,140367,91,"gcd"
"YP_003044527.1","ydaL","ECB_01317","b1340",0,0,0,"no_op"
"YP_003044528.1","ydaM","ECB_01318","b1341",140458,140581,123,"gcd"
"YP_003044529.1","zntB","ECB_01319","b1342",0,0,0,"no_op"
"YP_003044530.1","dbpA","ECB_01320","b1343",140753,140890,137,"gcd"
"YP_003044531.1","ydaO","ECB_01321","b1344",0,0,0,"no_op"
"YP_003044532.1","intR","ECB_01322","b1345",141002,141125,123,"gcd"
"YP_003044534.1","ydaC","ECB_01324","b1347",0,0,0,"no_op"
"YP_003044535.1","lar","ECB_01325","b1348",141175,141195,20,"gcd"
"YP_003044536.1","recT","ECB_01326","b1349",141200,141281,81,"no_op"
"YP_003044537.1","recE","ECB_01327","b1350",141281,141541,260,"no_op"
"YP_003044538.1","racC","ECB_01328","b1351",141551,141578,27,"hpt"
"YP_003044540.1","kil","ECB_01330","b1352",0,0,0,"no_op"
"YP_003044541.1","sieB","ECB_01331","b1353",141669,141718,49,"hpt"
"YP_003044543.1","ydaG","ECB_01333","b1355",141734,141748,14,"hpt"
"YP_003044549.1","trkG","ECB_01339","b1363",142180,142326,146,"can"
"YP_003044550.1","ynaK","ECB_01340","b1365",142340,142366,26,"can"
"YP_003044711.1","stfR","ECB_01508","b1372",142707,143043,336,"no_op"
"YP_003044555.1","pinR","ECB_01345","b1374",143110,143169,59,"yadGH"
"YP_003044556.1","ynaE","ECB_01346","b1375",143201,143224,23,"yadGH"
"YP_003044557.1","ynaF","ECB_01347","b1376",0,0,0,"no_op"
"YP_003044558.1","ompN","ECB_01348","b1377",143378,143491,113,"yadGH"
"YP_003044559.1","ydbK","ECB_01349","b1378",143528,143880,352,"yadGH"
"YP_003044561.1","hslJ","ECB_01351","b1379",143934,143976,42,"yadGH"
"YP_003044562.1","ldhA","ECB_01352","b1380",143987,144086,99,"yadGH"
"YP_003044563.1","ydbH","ECB_01353","b1381",144107,144371,264,"yadGH"
"YP_003044564.1","ynbE","ECB_01354","b1382",144371,144389,18,"yadGH"
"YP_003044565.1","ydbL","ECB_01355","b1383",144390,144423,33,"yadGH"
"YP_003044566.1","feaR","ECB_01356","b1384",144440,144530,90,"no_op"
"YP_003044567.1","feaB","ECB_01357","b1385",144554,144704,150,"no_op"
"YP_003044568.1","tynA","ECB_01358","b1386",144710,144937,227,"yadI"
"YP_003044571.1","ydbC","ECB_01361","b1406",147224,147310,86,"yadD"
"YP_003044572.1","ydbD","ECB_01362","b1407",147316,147547,231,"yadD"
"YP_003044573.1","ynbA","ECB_01363","b1408",147564,147625,61,"yadD"
"YP_003044574.1","ynbB","ECB_01364","b1409",147625,147714,89,"yadD"
"YP_003044575.1","ynbC","ECB_01365","b1410",147716,147891,175,"no_op"
"YP_003044576.1","ynbD","ECB_01366","b1411",147893,148022,129,"no_op"
"YP_003044577.1","acpD","ECB_01367","b1412",0,0,0,"no_op"
"YP_003044578.1","hrpA","ECB_01368","b1413",148114,148498,384,"panBC"
"YP_003044579.1","ydcF","ECB_01369","b1414",148525,148605,80,"panBC"
"YP_003044580.1","aldA","ECB_01370","b1415",148625,148769,144,"panBC"
"YP_003044584.1","cybB","ECB_01374","b1418",148892,148945,53,"panBC"
"YP_003044585.1","ydcA","ECB_01375","b1419",148970,148987,17,"panBC"
"YP_003044587.1","mokB","ECB_01377","b1420",148998,149015,17,"panBC"
"YP_003044588.1","trg","ECB_01378","b1421",149049,149213,164,"panBC"
"YP_003044589.1","ydcI","ECB_01379","b1422",149217,149309,92,"panBC"
"YP_003044590.1","ydcJ","ECB_01380","b1423",149331,149465,134,"panBC"
"YP_003044591.1","mdoD","ECB_01381","b1424",0,0,0,"no_op"
"YP_003044593.1","ydcH","ECB_01383","b1426",149667,149689,22,"no_op"
"YP_003044594.1","rimL","ECB_01384","b1427",149696,149750,54,"no_op"
"YP_003044595.1","ydcK","ECB_01385","b1428",149749,149847,98,"yadMLKC"
"YP_003044596.1","tehA","ECB_01386","b1429",149859,149958,99,"yadMLKC"
"YP_003044597.1","tehB","ECB_01387","b1430",149958,150017,59,"yadMLKC"
"YP_003044598.1","ydcL","ECB_01388","b1431",150048,150114,66,"yadMLKC"
"YP_003044599.1","ydcM","ECB_01390","b1432",150168,150288,120,"yadMLKC"
"YP_003044600.1","ydcO","ECB_01391","b1433",150292,150410,118,"yadMLKC"
"YP_003044601.1","ydcN","ECB_01392","b1434",150419,150473,54,"yadMLKC"
"YP_003044602.1","ydcP","ECB_01393","b1435",150480,150676,196,"yadMLKC"
"YP_003044603.1","yncJ","ECB_01394","b1436",150685,150708,23,"yadMLKC"
"YP_003044604.1","ydcQ","ECB_01395","b1438",0,0,0,"no_op"
"YP_003044605.1","ydcR","ECB_01396","b1439",150802,150943,141,"yadMLKC"
"YP_003044606.1","ydcS","ECB_01397","b1440",150967,151082,115,"yadMLKC"
"YP_003044607.1","ydcT","ECB_01398","b1441",151084,151185,101,"yadMLKC"
"YP_003044608.1","ydcU","ECB_01399","b1442",151185,151279,94,"yadMLKC"
"YP_003044609.1","ydcV","ECB_01400","b1443",151278,151358,80,"yadMLKC"
"YP_003044610.1","ydcW","ECB_01401","b1444",0,0,0,"no_op"
"YP_003044611.1","ydcX","ECB_01402","b1445",151541,151558,17,"yadMLKC"
"YP_003044612.1","ydcY","ECB_01403","b1446",151567,151590,23,"yadMLKC"
"YP_003044613.1","ydcZ","ECB_01404","b1447",151590,151635,45,"yadMLKC"
"YP_003044614.1","yncA","ECB_01405","b1448",0,0,0,"no_op"
"YP_003044615.1","yncB","ECB_01406","b1449",0,0,0,"no_op"
"YP_003044616.1","yncC","ECB_01407","b1450",0,0,0,"no_op"
"YP_003044617.1","yncD","ECB_01408","b1451",151898,152108,210,"yadMLKC"
"YP_003044618.1","yncE","ECB_01409","b1452",152133,152239,106,"yadMLKC"
"YP_003044619.1","ansP","ECB_01410","b1453",152250,152400,150,"yadMLKC"
"YP_003044620.1","yncG","ECB_01411","b1454",152427,152488,61,"yadMLKC"
"YP_003044621.1","yncH","ECB_01412","b1455",152496,152517,21,"yadMLKC"
"YP_003044623.1","rhsE","ECB_01414","b1456",152591,152796,205,"yadMLKC"
"YP_003044624.1","ydcD","ECB_01415","b1457",152794,152842,48,"no_op"
"YP_003044627.1","ydcC","ECB_01418","b1460",152984,153097,113,"yadV-htrE"
"YP_003044628.1","ydcE","ECB_01419","b1461",0,0,0,"no_op"
"YP_003044629.1","yddH","ECB_01420","b1462",153130,153187,57,"yadV-htrE"
"YP_003044630.1","nhoA","ECB_01421","b1463",153204,153289,85,"yadV-htrE"
"YP_003044631.1","narV","ECB_01423","b1465",153396,153464,68,"yadV-htrE"
"YP_003044632.1","narW","ECB_01424","b1466",153463,153533,70,"yadV-htrE"
"YP_003044633.1","narY","ECB_01425","b1467",153533,153687,154,"yadV-htrE"
"YP_003044634.1","narZ","ECB_01426","b1468",153687,154061,374,"yadV-htrE"
"YP_003044635.1","narU","ECB_01427","b1469",154069,154208,139,"yadV-htrE"
"YP_003044636.1","yddJ","ECB_01428","b1471",154240,154274,34,"yadV-htrE"
"YP_003044639.1","yddG","ECB_01431","b1473",154431,154519,88,"yadV-htrE"
"YP_003044640.1","fdnG","ECB_01432","b1474",154542,154847,305,"yadV-htrE"
"YP_003044641.1","fdnH","ECB_01433","b1475",154848,154936,88,"yadV-htrE"
"YP_003044642.1","fdnI","ECB_01434","b1476",154936,155001,65,"yadV-htrE"
"YP_003044643.1","yddM","ECB_01435","b1477",155042,155078,36,"yadV-htrE"
"YP_003044644.1","adhP","ECB_01436","b1478",155085,155186,101,"yadV-htrE"
"YP_003044645.1","sfcA","ECB_01437","b1479",0,0,0,"no_op"
"YP_003044646.1","rpsV","ECB_01438","b1480",0,0,0,"no_op"
"YP_003044647.1","bdm","ECB_01439","b1481",155408,155430,22,"yadV-htrE"
"YP_003044648.1","osmC","ECB_01440","b1482",155464,155508,44,"yadV-htrE"
"YP_003044649.1","yddO","ECB_01441","b1483",0,0,0,"no_op"
"YP_003044650.1","yddP","ECB_01442","b1484",0,0,0,"no_op"
"YP_003044651.1","yddQ","ECB_01443","b1485",0,0,0,"no_op"
"YP_003044652.1","yddR","ECB_01444","b1486",0,0,0,"no_op"
"YP_003044653.1","yddS","ECB_01445","b1487",0,0,0,"no_op"
"YP_003044654.1","ddpX","ECB_01446","b1488",156051,156110,59,"yadV-htrE"
"YP_003044655.1","dos","ECB_01447","b1489",0,0,0,"no_op"
"YP_003044656.1","yddV","ECB_01448","b1490",0,0,0,"no_op"
"YP_003044657.1","yddW","ECB_01449","b1491",156552,156684,132,"yadN"
"YP_003044658.1","xasA","ECB_01450","b1492",0,0,0,"no_op"
"YP_003044659.1","gadB","ECB_01451","b1493",156866,157006,140,"no_op"
"YP_003044660.1","pqqL","ECB_01452","b1494",157043,157322,279,"no_op"
"YP_003044661.1","yddB","ECB_01453","b1495",157327,157564,237,"pcnB-folK"
"YP_003044662.1","yddA","ECB_01454","b1496",157568,157736,168,"pcnB-folK"
"YP_003044663.1","ydeM","ECB_01455","b1497",157765,157881,116,"pcnB-folK"
"YP_003044664.1","ydeN","ECB_01456","b1498",157886,158054,168,"pcnB-folK"
"YP_003044665.1","ydeO","ECB_01457","b1499",158095,158171,76,"pcnB-folK"
"YP_003044667.1","ydeP","ECB_01459","b1501",158223,158451,228,"pcnB-folK"
"YP_003044668.1","ydeQ","ECB_01460","b1502",158484,158575,91,"pcnB-folK"
"YP_003044669.1","ydeR","ECB_01461","b1503",158581,158632,51,"pcnB-folK"
"YP_003044670.1","ydeS","ECB_01462","b1504",158633,158686,53,"pcnB-folK"
"YP_003044673.1","hipA","ECB_01469","b1507",158887,159020,133,"pcnB-folK"
"YP_003044674.1","hipB","ECB_01470","b1508",159020,159046,26,"pcnB-folK"
"YP_003044675.1","ydeZ","ECB_01472","b1515",0,0,0,"no_op"
"YP_003044676.1","yneA","ECB_01473","b1516",0,0,0,"no_op"
"YP_003044677.1","yneB","ECB_01474","b1517",0,0,0,"no_op"
"YP_003044678.1","yneC","ECB_01475","b1518",0,0,0,"no_op"
"YP_003044679.1","tam","ECB_01476","b1519",160537,160612,75,"sfsA-dksA-gluQ"
"YP_003044680.1","yneE","ECB_01477","b1520",160613,160704,91,"sfsA-dksA-gluQ"
"YP_003044681.1","uxaB","ECB_01478","b1521",160725,160870,145,"sfsA-dksA-gluQ"
"YP_003044682.1","yneF","ECB_01479","b1522",160893,160987,94,"sfsA-dksA-gluQ"
"YP_003044683.1","yneG","ECB_01480","b1523",160999,161034,35,"sfsA-dksA-gluQ"
"YP_003044684.1","yneH","ECB_01481","b1524",161034,161127,93,"sfsA-dksA-gluQ"
"YP_003044685.1","yneI","ECB_01482","b1525",0,0,0,"no_op"
"YP_003044686.1","yneJ","ECB_01483","b1526",161282,161370,88,"sfsA-dksA-gluQ"
"YP_003044687.1","yneK","ECB_01484","b1527",161378,161490,112,"no_op"
"YP_003044688.1","sotB","ECB_01485","b1528",0,0,0,"no_op"
"YP_003044689.1","marC","ECB_01486","b1529",161626,161693,67,"thpR"
"YP_003044692.1","marR","ECB_01489","b1530",161714,161757,43,"thpR"
"YP_003044693.1","marA","ECB_01490","b1531",161759,161798,39,"thpR"
"YP_003044694.1","marB","ECB_01491","b1532",161801,161823,22,"thpR"
"YP_003044695.1","eamA","ECB_01492","b1533",161826,161916,90,"thpR"
"YP_003044696.1","ydeE","ECB_01493","b1534",161935,162054,119,"no_op"
"YP_003044697.1","ydeH","ECB_01494","b1535",0,0,0,"no_op"
"YP_003044698.1","ydeI","ECB_01495","b1536",162212,162252,40,"hrpB"
"YP_003044699.1","ydeJ","ECB_01496","b1537",162279,162331,52,"hrpB"
"YP_003044700.1","dcp","ECB_01497","b1538",162335,162540,205,"hrpB"
"YP_003044701.1","ydfG","ECB_01498","b1539",162554,162628,74,"hrpB"
"YP_003044702.1","ydfH","ECB_01499","b1540",162637,162706,69,"hrpB"
"YP_003044703.1","ydfZ","ECB_01500","b1541",162723,162744,21,"hrpB"
"YP_003044704.1","ydfI","ECB_01501","b1542",162747,162893,146,"hrpB"
"YP_003044706.1","ydfK","ECB_01503","b1544",163109,163132,23,"hrpB"
"YP_003044707.1","pinQ","ECB_01504","b1545",163164,163223,59,"hrpB"
"YP_003044717.1","gnsB","ECB_01514","b1550",163563,163580,17,"hrpB"
"YP_003044718.1","ynfN","ECB_01515","b1551",163597,163613,16,"hrpB"
"YP_003044720.1","cspI","ECB_01517","b1552",163647,163669,22,"hrpB"
"YP_003044721.1","ydfP","ECB_01518","b1553",163705,163755,50,"hrpB"
"YP_003044723.1","ydfR","ECB_01520","b1555",163807,163838,31,"hrpB"
"YP_003044724.1","essQ","ECB_01521","b1556",163839,163860,21,"hrpB"
"YP_003044731.1","ydfU","ECB_01529","b1560",164127,164232,105,"hrpB"
"YP_003044733.1","rem","ECB_01531","b1561",164267,164292,25,"hrpB"
"YP_003044734.1","hokD","ECB_01532","b1562",164314,164329,15,"hrpB"
"YP_003044740.1","dicC","ECB_01538","b1569",164564,164587,23,"no_op"
"YP_003044745.1","dicB","ECB_01543","b1575",164763,164782,19,"mrcB"
"YP_003044746.1","ydfD","ECB_01544","b1576",164781,164800,19,"mrcB"
"YP_003044749.1","rspB","ECB_01549","b1580",165092,165193,101,"mrcB"
"YP_003044750.1","rspA","ECB_01550","b1581",165195,165316,121,"mrcB"
"YP_003044751.1","ynfA","ECB_01551","b1582",165337,165369,32,"mrcB"
"YP_003044752.1","ynfB","ECB_01552","b1583",165383,165417,34,"mrcB"
"YP_003044753.1","speG","ECB_01553","b1584",165420,165476,56,"mrcB"
"YP_003044754.1","ynfC","ECB_01554","b1585",165477,165548,71,"mrcB"
"YP_003044755.1","ynfD","ECB_01555","b1586",165558,165589,31,"mrcB"
"YP_003044756.1","ynfE","ECB_01556","b1587",165609,165851,242,"mrcB"
"YP_003044757.1","ynfF","ECB_01557","b1588",165858,166100,242,"mrcB"
"YP_003044758.1","ynfG","ECB_01558","b1589",166101,166163,62,"mrcB"
"YP_003044759.1","ynfH","ECB_01559","b1590",166163,166248,85,"mrcB"
"YP_003044760.1","ynfI","ECB_01560","b1591",0,0,0,"no_op"
"YP_003044761.1","ynfJ","ECB_01561","b1592",0,0,0,"no_op"
"YP_003044762.1","ynfK","ECB_01562","b1593",166454,166524,70,"mrcB"
"YP_003044763.1","mlc","ECB_01563","b1594",166536,166658,122,"mrcB"
"YP_003044764.1","ynfL","ECB_01564","b1595",166672,166761,89,"mrcB"
"YP_003044765.1","ynfM","ECB_01565","b1596",166772,166897,125,"mrcB"
"YP_003044766.1","asr","ECB_01566","b1597",166940,166970,30,"mrcB"
"YP_003044767.1","ydgD","ECB_01567","b1598",166998,167080,82,"mrcB"
"YP_003044768.1","ydgE","ECB_01568","b1599",0,0,0,"no_op"
"YP_003044769.1","ydgF","ECB_01569","b1600",0,0,0,"no_op"
"YP_003044770.1","tqsA","ECB_01570","b1601",167193,167297,104,"no_op"
"YP_003044771.1","pntB","ECB_01571","b1602",167299,167438,139,"no_op"
"YP_003044772.1","pntA","ECB_01572","b1603",167439,167592,153,"no_op"
"YP_003044773.1","ydgH","ECB_01573","b1604",167645,167739,94,"fhuACDB"
"YP_003044774.1","ydgI","ECB_01574","b1605",167758,167896,138,"fhuACDB"
"YP_003044775.1","ydgB","ECB_01575","chpA",0,0,0,"no_op"
"YP_003044776.1","ydgC","ECB_01576","b1607",167971,168005,34,"fhuACDB"
"YP_003044777.1","rstA","ECB_01577","b1608",168017,168090,73,"fhuACDB"
"YP_003044778.1","rstB","ECB_01578","b1609",168090,168220,130,"fhuACDB"
"YP_003044779.1","tus","ECB_01579","b1610",168228,168321,93,"fhuACDB"
"YP_003044780.1","fumC","ECB_01580","b1611",168320,168461,141,"fhuACDB"
"YP_003044781.1","fumA","ECB_01581","b1612",168475,168640,165,"fhuACDB"
"YP_003044782.1","manA","ECB_01582","b1613",168660,168777,117,"fhuACDB"
"YP_003044783.1","ydgA","ECB_01583","b1614",168787,168938,151,"fhuACDB"
"YP_003044784.1","uidC","ECB_01584","b1615",168961,169087,126,"fhuACDB"
"YP_003044785.1","uidB","ECB_01585","b1616",169091,169228,137,"fhuACDB"
"YP_003044786.1","uidA","ECB_01586","b1617",169228,169409,181,"fhuACDB"
"YP_003044787.1","uidR","ECB_01587","b1618",169448,169507,59,"fhuACDB"
"YP_003044788.1","hdhA","ECB_01588","b1619",169529,169606,77,"fhuACDB"
"YP_003044789.1","malI","ECB_01589","b1620",169617,169720,103,"fhuACDB"
"YP_003044790.1","malX","ECB_01590","b1621",169737,169897,160,"fhuACDB"
"YP_003044791.1","malY","ECB_01591","b1622",169898,170015,117,"fhuACDB"
"YP_003044792.1","add","ECB_01592","b1623",170025,170125,100,"fhuACDB"
"YP_003044793.1","ydgJ","ECB_01593","b1624",170129,170233,104,"fhuACDB"
"YP_003044795.1","ydgT","ECB_01595","b1625",0,0,0,"no_op"
"YP_003044796.1","ydgK","ECB_01596","b1626",170327,170371,44,"fhuACDB"
"YP_003044797.1","rnfA","ECB_01597","b1627",0,0,0,"no_op"
"YP_003044798.1","rnfB","ECB_01598","b1628",0,0,0,"no_op"
"YP_003044799.1","rnfC","ECB_01599","b1629",0,0,0,"no_op"
"YP_003044800.1","rnfD","ECB_01600","b1630",0,0,0,"no_op"
"YP_003044801.1","rnfG","ECB_01601","b1631",0,0,0,"no_op"
"YP_003044802.1","rnfE","ECB_01602","b1632",0,0,0,"no_op"
"YP_003044803.1","nth","ECB_01603","b1633",170954,171018,64,"fhuACDB"
"YP_003044804.1","tppB","ECB_01604","b1634",171079,171229,150,"fhuACDB"
"YP_003044805.1","gst","ECB_01605","b1635",0,0,0,"no_op"
"YP_003044806.1","pdxY","ECB_01606","b1636",171305,171391,86,"fhuACDB"
"YP_003044807.1","tyrS","ECB_01607","b1637",171397,171524,127,"fhuACDB"
"YP_003044808.1","pdxH","ECB_01608","b1638",171537,171603,66,"fhuACDB"
"YP_003044809.1","ydhA","ECB_01609","b1639",0,0,0,"no_op"
"YP_003044810.1","anmK","ECB_01610","b1640",171651,171762,111,"fhuACDB"
"YP_003044811.1","slyB","ECB_01611","b1641",171790,171836,46,"fhuACDB"
"YP_003044812.1","slyA","ECB_01612","b1642",171841,171884,43,"fhuACDB"
"YP_003044813.1","ydhI","ECB_01613","b1643",171904,171928,24,"fhuACDB"
"YP_003044814.1","ydhJ","ECB_01614","b1644",171928,172014,86,"fhuACDB"
"YP_003044815.1","ydhK","ECB_01615","b1645",172014,172215,201,"fhuACDB"
"YP_003044816.1","sodC","ECB_01616","b1646",172215,172267,52,"fhuACDB"
"YP_003044817.1","ydhF","ECB_01617","b1647",172276,172365,89,"fhuACDB"
"YP_003044818.1","ydhL","ECB_01618","b1648",172370,172394,24,"fhuACDB"
"YP_003044819.1","ydhM","ECB_01619","b1649",0,0,0,"no_op"
"YP_003044820.1","nemA","ECB_01620","b1650",172468,172578,110,"fhuACDB"
"YP_003044821.1","gloA","ECB_01621","b1651",172586,172626,40,"fhuACDB"
"YP_003044822.1","rnt","ECB_01622","b1652",172637,172701,64,"fhuACDB"
"YP_003044823.1","lhr","ECB_01623","b1653",172711,173172,461,"fhuACDB"
"YP_003044824.1","ydhD","ECB_01624","b1654",0,0,0,"no_op"
"YP_003044825.1","ydhO","ECB_01625","b1655",0,0,0,"no_op"
"YP_003044826.1","sodB","ECB_01626","b1656",173340,173398,58,"fhuACDB"
"YP_003044827.1","ydhP","ECB_01627","b1657",173414,173531,117,"no_op"
"YP_003044829.1","purR","ECB_01629","b1658",173586,173689,103,"no_op"
"YP_003044830.1","ydhB","ECB_01630","b1659",173689,173782,93,"hemL"
"YP_003044831.1","ydhC","ECB_01631","b1660",173793,173914,121,"hemL"
"YP_003044832.1","cfa","ECB_01632","b1661",173943,174058,115,"hemL"
"YP_003044833.1","ribC","ECB_01633","b1662",174062,174126,64,"hemL"
"YP_003044834.1","norM","ECB_01634","b1663",0,0,0,"no_op"
"YP_003044835.1","ydhQ","ECB_01635","b1664",174289,174415,126,"hemL"
